"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"ABCC10",1145.61137778799,1080.06190780925,1067.76618494078,1149.43499402033,1160.60564895528,1113.77130252509,1048.56881789764,1217.22941717232,1112.29946900301,1051.12847349915
"ABCC2",76.8620236430276,77.1132900499045,76.8945900945376,76.5910313234066,76.8840209717832,76.9012924965739,79.7647392019644,90.8966604303317,77.0582903650649,77.0732432417855
"ABCC3",212.499252468341,312.407879261543,784.39357067231,457.63484300624,575.750552495666,274.898212812667,312.178130179063,295.212572964903,784.244711941125,339.952112840123
"ABCC4",326.002549762514,258.051781874587,427.16062490863,318.322947870232,287.524591091275,459.766924081527,377.440134087461,399.915140892452,367.824121475866,351.198140349592
"ABCC5",8724.13829431709,5628.53900024209,4575.70083218238,8431.35649130673,4539.48655480934,4942.2662393949,6387.82878019691,7634.88160118365,3944.26637415067,5012.03605079182
"ABCC6",89.8423765944205,89.4502320221883,94.3784360617927,90.3457784236249,101.396092035803,90.4847841196132,90.7272178468376,90.0913184602994,106.398900283068,91.7489158247348
"ABCD1",682.799619154355,761.2228614173,785.163103780331,762.885674252998,759.843911919129,754.618863428361,652.113436589174,742.880122071274,687.593046540697,626.690569676743
"ABCD3",1598.80329165612,1635.02965589683,1713.78740721826,1460.22029715681,1759.13135414748,1782.15303660901,1623.61695553767,1553.08585901768,1804.94812073449,1689.11418378528
"ABCD4",1474.42228020447,1474.08813897766,1518.21823935439,1532.43988111498,1503.63929279781,1390.8201270846,1403.86671404808,1495.11393808505,1480.01607255264,1482.7215809119
"ABCE1",1642.70128528395,1883.66746040568,1645.12047447344,1673.2263656291,1593.82662359771,1651.88122398079,1772.77170603586,1602.83631083458,1712.67205299808,1780.36056622014
"ABCF1",3838.80322691444,3717.35191181506,3632.01336307816,3656.33555682521,3654.8019282748,4000.54268144703,3835.13053404187,3827.75495917481,3481.24631140574,3586.6055789683
