"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"SLC25A1P1","0","1","0","0","1","1","0","1","1","0"
"SLC25A1P2","0","0","0","0","0","0","0","0","0","0"
"SLC25A1P3","1","0","1","0","0","0","0","0","0","0"
"SLC25A1P4","0","0","0","0","0","0","1","0","0","0"
"SLC25A1P5","28","48","76","65","32","110","45","11","40","40"
"SLC25A2","1","2","1","2","3","0","0","0","0","0"
"SLC25A20","153","192","948","164","703","744","183","130","279","199"
"SLC25A20P1","0","0","0","0","0","0","1","0","0","0"
"SLC25A21","97","77","83","106","88","63","93","26","46","148"
"SLC25A21-AS1","75","51","96","92","72","63","34","24","91","90"
"SLC25A22","566","964","1250","1571","536","642","505","639","603","572"
"SLC25A23","564","288","2851","2202","2653","1955","760","1036","1790","859"
"SLC25A24","589","2389","2153","352","2883","2124","1183","644","894","871"
"SLC25A24P1","0","24","0","0","2","12","0","17","0","1"
"SLC25A24P2","0","4","0","0","0","7","0","4","0","0"
"SLC25A25","300","981","894","1012","1472","616","1002","510","409","445"
"SLC25A25-AS1","297","436","213","475","1626","158","188","223","193","102"
"SLC25A26","1079","803","1949","1723","1818","1696","1613","1010","921","645"
"SLC25A27","40","71","58","27","80","16","13","79","55","26"
"SLC25A28","746","1145","987","365","787","293","828","637","491","458"
"SLC25A29","1179","462","898","1690","1018","471","262","578","794","374"
"SLC25A3","5241","9392","15032","6773","10713","6713","8923","3780","4519","6250"
"SLC25A30","187","489","1257","151","598","278","323","194","338","263"
"SLC25A30-AS1","5","10","25","2","20","4","11","7","5","9"
"SLC25A31","0","1","0","0","0","0","0","1","1","0"
"SLC25A32","392","2243","1345","901","728","621","1128","474","522","464"
"SLC25A33","349","916","859","301","167","260","1521","355","125","171"
"SLC25A34","20","22","16","38","57","9","10","33","11","9"
"SLC25A35","175","359","1488","1132","699","783","599","594","343","535"
"SLC25A36","3804","2598","4261","3469","1709","1270","3116","1235","1296","733"
"SLC25A36P1","1","0","1","1","1","0","0","2","0","3"
"SLC25A37","743","1401","698","893","1389","603","540","516","3199","617"
"SLC25A38","524","665","1590","578","1225","819","1012","496","725","671"
"SLC25A38P1","1","0","0","0","0","0","0","0","0","0"
"SLC25A39","2180","3517","7795","7729","2836","5745","4851","2957","2080","2212"
"SLC25A39P1","1","1","0","0","0","1","0","1","0","0"
"SLC25A39P2","0","0","0","0","0","0","0","0","0","0"
"SLC25A3P1","0","0","0","0","0","0","0","0","0","0"
"SLC25A3P2","0","0","3","0","0","0","1","1","0","0"
"SLC25A4","474","891","2367","793","834","508","1010","312","805","815"
"SLC25A40","592","1839","1209","353","989","365","1001","556","326","381"
"SLC25A41","4","6","6","6","3","1","1","7","1","7"
"SLC25A42","615","112","572","506","330","272","110","221","312","139"
"SLC25A43","541","849","1223","1449","1170","370","708","404","430","394"
"SLC25A44","1069","1014","1836","1159","1539","1246","1419","830","637","531"
"SLC25A45","105","111","301","359","358","105","91","188","210","88"
"SLC25A46","611","1609","3439","518","2140","804","1493","558","1157","707"
"SLC25A47","1","3","0","2","6","0","0","1","1","0"
"SLC25A47P1","0","3","2","0","1","0","4","0","0","0"
"SLC25A48","17","3","12","76","0","9","20","3","13","1"
"SLC25A5","8008","16151","28105","13793","13631","9338","27040","6070","4679","11716"
"SLC25A5-AS1","1144","2532","4450","2554","2264","1567","4735","1011","607","2020"
"SLC25A51","187","215","328","204","164","299","249","215","125","84"
"SLC25A51P1","0","0","0","0","0","0","0","0","0","0"
"SLC25A51P2","0","0","0","0","0","0","0","0","0","0"
"SLC25A51P3","0","0","0","0","0","0","0","0","0","0"
"SLC25A52","1","1","3","1","0","2","0","2","1","2"
"SLC25A5P1","9","29","15","13","16","8","8","4","17","12"
"SLC25A5P2","0","1","3","0","1","0","2","0","1","0"
"SLC25A5P3","3","1","2","1","1","0","2","0","4","2"
"SLC25A5P4","0","0","0","0","0","0","0","0","0","0"
"SLC25A5P5","70","6","2","23","1","19","5","2","2","10"
"SLC25A5P6","1","0","0","0","0","0","0","0","0","0"
"SLC25A5P7","0","1","0","0","2","0","2","0","0","2"
"SLC25A5P8","0","0","0","0","0","0","1","0","0","0"
"SLC25A5P9","0","0","0","0","0","0","0","0","0","0"
"SLC25A6","10622","15824","32156","7150","20507","7359","18214","9121","8216","16147"
"SLC25A6P1","0","0","0","0","0","0","0","0","0","0"
"SLC25A6P2","2","1","0","0","0","0","0","0","1","1"
"SLC25A6P3","0","5","0","0","1","0","0","0","0","0"
"SLC25A6P4","0","1","1","0","1","1","0","0","0","0"
"SLC25A6P5","0","0","0","9","0","0","4","2","0","0"
"SLC25A6P6","0","0","0","0","0","0","0","0","0","0"
"SLC26A1","113","45","132","195","184","108","21","73","144","27"
"SLC26A10","30","140","152","153","17","22","150","208","21","43"
"SLC26A11","261","314","795","496","755","799","425","419","227","182"
"SLC26A2","275","589","1540","635","1606","1486","472","340","414","305"
"SLC26A3","1","0","1","0","4","0","0","0","2","0"
"SLC26A4","59","18","23","11","41","19","126","36","13","20"
"SLC26A4-AS1","47","10","1","9","1","0","35","1","0","9"
"SLC26A5","17","6","44","112","26","5","1","9","27","6"
"SLC26A6","342","561","386","966","762","337","773","432","347","191"
"SLC26A7","2","2","30","1","6","5","1","2","4","3"
"SLC26A8","4","8","21","8","53","4","2","3","30","0"
"SLC26A9","25","49","342","14","2247","217","97","14","512","259"
"SLC27A1","292","366","950","909","1293","1066","338","431","500","403"
"SLC27A2","43","65","159","391","161","452","62","127","208","37"
"SLC27A3","734","333","9005","490","2745","586","433","578","413","415"
"SLC27A4","260","2270","1756","1393","1573","623","769","605","585","995"
"SLC27A5","292","534","427","596","377","292","183","240","155","181"
"SLC27A6","16","1","0","132","14","4","20","42","0","2"
"SLC28A1","3","3","7","0","0","0","2","2","3","0"
"SLC28A2","1","9","767","0","1673","17","1","1","4","0"
"SLC28A3","310","554","60","25","272","38","67","63","159","33"
"SLC29A1","418","1152","6323","1918","7177","1566","1346","2401","1158","596"
"SLC29A2","491","301","928","4217","617","602","265","1135","324","223"
"SLC29A3","108","222","863","299","1279","634","414","354","265","191"
"SLC29A4","566","442","813","756","137","1529","1822","545","129","65"
"SLC29A4P1","0","0","0","0","0","0","0","0","0","0"
"SLC29A4P2","0","0","0","0","0","0","0","0","0","0"
"SLC2A1","48094","42248","2371","15972","9173","2350","64892","14073","3554","15083"
"SLC2A1-AS1","111","147","28","45","11","5","109","23","15","13"
"SLC2A10","632","270","970","431","3788","670","406","234","171","1248"
"SLC2A11","155","70","229","261","379","94","113","134","238","71"
"SLC2A12","304","238","258","371","335","586","1599","234","61","53"
"SLC2A13","387","108","5767","80","1324","363","361","251","151","151"
"SLC2A13P1","0","0","0","0","0","0","0","0","0","0"
"SLC2A14","26","6","46","11","9","2","36","63","3","1"
"SLC2A2","0","0","4","0","31","0","0","0","0","0"
"SLC2A3","596","1221","2401","1008","1899","899","4445","1968","596","1479"
"SLC2A3P2","0","0","1","5","4","0","0","1","5","0"
"SLC2A3P4","1","7","1","1","1","6","4","2","1","0"
"SLC2A4","37","8","51","33","18","46","12","52","22","17"
"SLC2A4RG","1240","1917","2505","1380","1546","1765","678","722","777","950"
"SLC2A5","162","159","129","314","71","545","576","194","149","77"
"SLC2A6","64","278","323","596","246","205","254","369","130","321"
"SLC2A7","1","3","2","2","0","0","0","0","0","0"
"SLC2A8","350","786","895","1010","566","248","416","400","295","287"
"SLC2A9","72","545","155","69","267","102","188","75","114","544"
"SLC30A1","775","1105","3338","508","2270","1398","1077","495","823","673"
"SLC30A10","9","10","2","5","2","0","0","4","0","0"
"SLC30A2","3","6","130","3","8","246","2","2","2","0"
"SLC30A3","21","8","62","430","1","14","29","177","6","4"
"SLC30A4","135","325","231","179","246","139","140","150","94","138"
"SLC30A5","914","1656","4295","1075","2454","1018","1645","967","1356","754"
"SLC30A6","926","1426","1921","1170","1352","1525","2060","1022","707","685"
"SLC30A7","763","1904","1498","451","2257","1115","1266","860","948","844"
"SLC30A8","8","37","17","8","15","5","0","16","0","8"
"SLC30A9","2003","812","3057","1217","2567","1371","1498","673","1321","1147"
"SLC31A1","688","2631","2999","1227","1965","1938","2701","1607","1417","1059"
"SLC31A1P1","5","4","0","20","0","1","0","0","1","1"
"SLC31A2","127","1489","829","367","1067","699","1026","619","482","272"
"SLC32A1","0","0","0","0","0","0","0","0","0","0"
"SLC33A1","1684","2772","1459","1364","2168","1161","2233","711","796","993"
"SLC34A1","4","5","7","5","0","1","2","0","3","1"
"SLC34A2","3806","361","103086","215","42093","40182","7297","172","51197","37606"
"SLC34A3","1","0","1","2","9","0","0","1","1","2"
"SLC35A1","147","183","464","95","827","199","71","53","214","139"
"SLC35A2","1142","1763","3509","1144","2880","2208","2036","1092","676","995"
"SLC35A3","792","1021","858","525","1642","854","1279","494","509","294"
"SLC35A4","1063","1749","5141","1840","3206","1515","2583","1337","2101","1056"
"SLC35A5","636","1048","2795","1191","1746","608","1222","441","594","609"
"SLC35B1","777","2601","3646","1398","1324","1407","2001","1204","881","1428"
"SLC35B2","745","1988","4932","1478","2488","1589","2219","2257","1117","968"
"SLC35B3","680","772","1064","392","893","575","719","470","296","389"
"SLC35B4","389","332","540","667","879","443","623","835","356","308"
"SLC35C1","529","570","2190","664","2682","1259","843","707","875","1311"
"SLC35C2","1457","1500","2639","1351","2474","1047","1153","1067","820","1242"
"SLC35D1","329","631","833","366","2224","454","597","387","330","423"
"SLC35D2","90","790","1419","483","1742","556","433","393","363","463"
"SLC35D3","8","5","9","2","0","0","0","0","0","2"
"SLC35E1","1760","1767","3582","2480","2502","2576","1702","1680","1841","1584"
"SLC35E1P1","1","3","3","4","7","6","1","4","0","0"
"SLC35E2","71","57","99","45","79","28","32","17","41","11"
"SLC35E2B","1281","559","3708","725","1620","797","658","550","964","118"
"SLC35E3","400","455","3336","346","631","488","2231","425","143","324"
"SLC35E4","122","382","350","431","505","337","253","191","139","315"
"SLC35F1","5","0","25","2","4","35","5","8","11","5"
"SLC35F2","115","2653","2718","740","680","1141","791","472","638","893"
"SLC35F3","5","49","106","115","5","16","55","7","68","17"
"SLC35F4","2","0","1","0","5","1","0","3","2","0"
"SLC35F5","1005","1971","3954","973","2116","2132","1821","962","1254","807"
"SLC35F6","820","2342","2946","1526","1825","2319","2559","1955","829","1095"
"SLC35G1","284","214","288","3647","121","144","2985","1100","60","108"
"SLC35G2","193","350","167","525","203","113","293","135","170","320"
"SLC35G3","0","25","0","0","0","0","0","1","0","1"
"SLC35G4","0","0","0","0","0","0","0","0","0","0"
"SLC35G5","0","1","0","13","4","1","0","1","0","0"
"SLC35G6","1","0","1","3","1","1","0","1","2","0"
"SLC36A1","237","589","717","1251","904","306","1630","559","500","191"
"SLC36A2","0","4","2","0","2","0","0","0","0","0"
"SLC36A3","0","0","0","0","0","0","6","0","0","0"
"SLC36A4","78","101","744","279","533","380","490","297","291","159"
"SLC37A1","328","267","2233","271","2124","614","304","418","494","223"
"SLC37A2","283","4132","484","503","1060","577","365","469","487","676"
"SLC37A3","652","672","1850","1091","1805","1266","1168","1253","607","582"
"SLC37A4","408","916","2663","1376","2112","629","1144","1107","546","441"
"SLC38A1","3795","4271","1802","2951","710","3909","3885","2544","1490","2484"
"SLC38A10","3457","2421","9832","5067","4841","5035","3433","3585","3277","2387"
"SLC38A11","1","12","82","133","71","23","3","1","8","4"
"SLC38A2","6943","22600","5539","3997","8216","4913","8518","3472","2477","5862"
"SLC38A3","23","2","27","33","4","50","3","2","1","2"
"SLC38A4","37","127","35","106","7","15","38","19","12","85"
"SLC38A5","63","1846","553","408","390","190","659","261","156","1004"
"SLC38A6","206","291","534","190","359","157","282","246","226","256"
"SLC38A7","516","551","602","979","925","720","779","701","373","475"
"SLC38A8","0","0","1","0","0","3","0","0","0","2"
"SLC38A9","509","457","988","241","394","515","254","224","203","116"
"SLC39A1","2648","4310","12373","2910","5996","3722","5184","2364","2856","3294"
"SLC39A10","1185","655","1238","493","1212","1537","1088","499","740","456"
"SLC39A11","977","749","3571","1377","3934","2230","1189","911","859","1013"
"SLC39A12","1","2","1","0","5","1","1","0","4","0"
"SLC39A12-AS1","0","0","0","0","0","0","0","0","0","0"
"SLC39A13","791","689","3193","1277","1557","655","1018","1241","1171","846"
"SLC39A14","654","2386","1382","2526","7784","909","4656","1865","449","1579"
"SLC39A2","79","237","0","39","1","1","18","21","1","16"
"SLC39A3","199","197","491","656","350","156","326","173","229","218"
"SLC39A4","456","898","1924","465","1117","1215","1047","538","828","631"
"SLC39A5","14","9","44","21","1101","7","5","12","7","2"
"SLC39A6","2252","1235","2655","1591","1773","2570","3366","2336","1147","1267"
"SLC39A7","3925","4175","11069","2665","8272","6601","4658","4198","2176","3133"
"SLC39A8","458","798","6069","228","8354","2047","1694","559","2342","3989"
"SLC39A9","2308","3631","6243","2656","3822","3905","3164","1253","1826","2148"
"SLC3A1","348","469","1870","426","712","661","936","424","390","285"
"SLC3A2","3762","13186","7213","11593","3371","2448","18930","8209","1900","4359"
"SLC40A1","1800","3441","15531","1019","14453","3826","2876","975","3295","3682"
"SLC41A1","806","1157","3957","1302","1428","1444","1583","721","877","664"
"SLC41A2","73","204","1016","96","4983","697","372","154","830","242"
"SLC41A3","2285","1309","3704","2507","1825","921","2025","416","845","948"
"SLC43A1","147","340","674","331","820","251","163","110","386","230"
"SLC43A2","464","587","2144","1270","2078","2718","2024","1195","687","942"
"SLC43A3","196","935","1343","204","683","844","516","176","1081","303"
"SLC44A1","1584","5965","4861","5591","7788","4000","5563","3304","1979","3091"
"SLC44A2","2178","1996","7799","3395","12595","4949","2311","3344","3500","2530"
"SLC44A3","155","198","1936","96","2145","304","151","76","414","335"
"SLC44A3-AS1","25","112","243","31","598","35","32","21","72","105"
"SLC44A4","91","172","9417","13","31140","2886","495","68","1213","1055"
"SLC44A5","926","1030","374","46","39","146","450","53","4","268"
"SLC45A1","6","29","61","34","31","470","34","14","47","37"
"SLC45A2","2","11","2","0","2","1","2","2","0","0"
"SLC45A3","141","143","459","244","3674","166","280","251","150","140"
"SLC45A4","517","658","1434","904","1409","876","474","609","515","355"
"SLC46A1","339","272","4085","1710","1656","1163","309","765","826","315"
"SLC46A2","12","14","45","7","202","89","50","12","206","135"
"SLC46A3","70","314","1511","130","1445","538","208","339","366","337"
"SLC47A1","16","31","501","378","781","308","494","484","184","156"
"SLC47A1P1","0","2","2","2","5","1","1","0","1","0"
"SLC47A2","10","22","6","80","5","7","176","49","2","4"
"SLC48A1","529","895","1576","1530","1413","647","600","786","421","588"
"SLC4A1","2","3","3","0","0","2","2","1","1","1"
"SLC4A10","0","5","41","1","8","9","5","0","2","0"
"SLC4A11","333","226","14","2188","1403","49","92","803","445","244"
"SLC4A1AP","1035","917","1333","1023","1005","1036","1756","870","691","584"
"SLC4A1APP1","6","2","2","2","0","2","6","1","3","5"
"SLC4A1APP2","0","0","0","0","0","0","0","0","0","0"
"SLC4A2","1713","1224","6153","3390","5193","2108","2924","1727","1715","1305"
"SLC4A3","347","555","180","955","74","125","218","111","47","122"
"SLC4A4","116","20","1922","3","2205","293","176","31","1016","352"
"SLC4A5","120","194","271","154","161","212","385","246","172","85"
"SLC4A7","515","498","534","443","493","970","939","794","507","88"
"SLC4A8","14","31","95","79","251","234","12","40","60","11"
"SLC4A9","2","5","2","27","2","5","0","3","1","0"
"SLC50A1","982","2157","9542","1535","1718","4172","2613","1986","908","1483"
"SLC51A","366","783","212","516","356","414","719","312","149","156"
"SLC51B","12","12","82","13","70","21","9","9","18","20"
"SLC52A1","130","111","230","342","17","111","33","232","11","24"
"SLC52A2","1043","3063","3982","1346","2033","1774","2665","1868","1204","1801"
"SLC52A3","319","301","455","86","568","365","31","149","111","406"
"SLC5A1","48","1100","492","84","1056","346","1","11","3","19"
"SLC5A10","239","447","628","307","670","293","395","391","153","191"
"SLC5A11","2","5","1","6","5","1","0","5","0","0"
"SLC5A12","363","70","119","18","27","18","21","9","2","71"
"SLC5A2","1330","1088","6063","1290","2174","733","1491","967","1236","1751"
"SLC5A4","1","5","6","1","36","10","3","9","8","1"
"SLC5A4-AS1","2","0","1","9","0","3","1","3","1","0"
"SLC5A4P1","0","1","0","0","0","0","0","0","0","0"
"SLC5A5","1","11","7","53","34","512","1","3","3","0"
"SLC5A6","1156","1756","2273","2459","1111","1004","2819","2880","591","960"
"SLC5A7","155","0","38","2","2","2","229","0","2","0"
"SLC5A8","15","7","219","0","417","98","2","3","10","202"
"SLC5A9","20","6","46","5","296","55","1","7","21","17"
"SLC6A1","7","20","33","5","96","63","37","50","75","79"
"SLC6A1-AS1","0","0","0","0","0","2","0","0","1","0"
"SLC6A10P","35","2","1","49","1","11","0","0","1","7"
"SLC6A11","42","111","157","233","2","88","1","1","3","138"
"SLC6A12","14","28","62","56","467","68","60","65","62","8"
"SLC6A13","9","14","9","13","37","3","7","9","0","1"
"SLC6A15","524","180","0","2","1","2","324","26","1","145"
"SLC6A16","32","23","42","13","43","58","21","17","29","13"
"SLC6A17","7","41","7","3","6","124","10","15","3","9"
"SLC6A18","0","0","4","0","0","0","0","0","1","0"
"SLC6A19","0","0","0","0","5","0","0","0","0","0"
"SLC6A2","10","62","0","22","0","2","10","0","0","32"
"SLC6A20","37","236","471","12","758","117","20","5","360","95"
"SLC6A21P","0","0","0","0","0","0","0","1","0","0"
"SLC6A3","2","1","198","110","18","39","3","4","164","8"
"SLC6A4","364","2","58","87","445","114","5","38","5","4"
"SLC6A5","0","0","3","1","0","0","0","0","0","0"
"SLC6A6","603","950","3387","4398","5690","1899","3349","3048","2284","1217"
"SLC6A6P1","0","0","0","1","0","0","0","0","0","0"
"SLC6A7","2","10","8","7","20","4","5","16","15","2"
"SLC6A8","11200","5094","1014","13751","7131","925","15287","6564","242","4000"
"SLC6A9","365","1054","1008","877","428","302","1020","657","256","253"
"SLC7A1","2350","3899","1195","2889","2167","967","2761","1420","1073","968"
"SLC7A10","21","36","61","22","5","38","5","4","15","6"
"SLC7A11","128","1580","160","3914","1475","148","5803","1656","338","275"
"SLC7A11-AS1","11","106","7","397","129","13","413","97","34","10"
"SLC7A13","0","0","0","0","0","0","0","0","0","0"
"SLC7A14","7","0","2","0","2","1","0","0","0","1"
"SLC7A15P","0","0","0","0","0","0","0","0","0","0"
"SLC7A2","163","259","415","116","345","375","238","230","921","366"
"SLC7A3","27","3","3","2","1","1","46","10","1","0"
"SLC7A4","16","85","351","345","248","94","8","49","11","46"
"SLC7A5","3687","15975","2162","12906","782","3887","14451","11876","1252","1826"
"SLC7A5P1","4","3","4","15","5","1","8","8","1","1"
"SLC7A6","1358","1291","1661","1071","1327","882","1043","887","1093","885"
"SLC7A6OS","1197","1239","1474","972","1295","693","944","776","806","713"
"SLC7A7","137","518","951","433","3086","1246","1085","702","773","328"
"SLC7A8","653","2255","2314","10701","844","892","5752","4891","421","4613"
"SLC7A9","8","12","6","3","42","1","3","4","3","1"
"SLC8A1","333","170","445","179","748","562","446","448","427","105"
"SLC8A1-AS1","100","44","78","33","145","103","113","92","90","12"
"SLC8A2","39","8","305","24","2","1","3","10","2","8"
"SLC8A3","4","2","37","7","32","8","4","2","12","7"
"SLC8B1","638","1055","1529","944","1991","1030","778","679","632","532"
"SLC9A1","1581","2203","4933","1621","8357","1577","1884","1476","1057","2152"
"SLC9A2","70","107","142","364","656","100","19","374","5","153"
"SLC9A3","306","85","60","329","231","37","17","72","105","35"
"SLC9A3-AS1","778","118","140","619","412","91","41","140","213","54"
"SLC9A3P1","0","0","0","0","0","0","0","0","0","0"
"SLC9A3P2","134","250","1","11","0","0","0","6","0","51"
"SLC9A3P3","0","0","0","0","0","0","0","0","1","0"
"SLC9A3R1","7284","2106","3205","7720","4792","3891","19892","3370","876","2393"
"SLC9A3R2","552","688","5950","990","8729","1683","739","738","2619","1071"
"SLC9A4","10","2","7","49","661","2","17","279","2","1"
"SLC9A5","46","132","461","83","271","190","57","82","268","98"
"SLC9A6","1080","759","1194","644","1137","622","723","520","497","397"
"SLC9A7","302","1447","936","814","1265","1240","678","395","366","291"
"SLC9A7P1","1","7","88","4","46","43","6","6","14","5"
"SLC9A8","560","421","1142","466","1945","438","333","352","489","298"
"SLC9A9","361","170","552","1170","280","201","730","331","148","176"
"SLC9A9-AS1","0","3","0","0","0","0","0","0","0","0"
"SLC9A9-AS2","18","14","34","98","19","16","50","18","6","7"
"SLC9B1","217","1085","631","275","407","282","600","278","221","449"
"SLC9B1P1","0","0","0","0","0","0","0","0","0","0"
"SLC9B1P2","1","0","0","0","0","0","0","0","0","0"
"SLC9B1P3","0","0","0","0","0","0","0","0","0","0"
"SLC9B1P4","0","0","0","0","0","0","0","0","0","0"
"SLC9B2","53","188","224","353","714","61","121","174","86","221"
"SLC9C1","5","34","16","44","21","1","4","2","23","6"
"SLC9C2","0","8","19","3","28","6","2","3","1","0"
"SLCO1A2","251","71","1","101","115","35","10","133","0","58"
"SLCO1B1","2","15","0","16","0","2","0","14","0","12"
"SLCO1B3","1","228","19","232","0","0","11","153","26","15"
"SLCO1B7","0","1","0","0","0","0","0","1","0","1"
"SLCO1C1","9","8","7","1","7","10","2","4","3","6"
"SLCO2A1","836","471","2916","360","3409","1762","726","443","2215","1521"
"SLCO2B1","337","1884","3151","1111","7268","4274","1575","1381","2357","655"
"SLCO3A1","882","2787","1649","3903","1156","543","2325","1345","1484","946"
"SLCO4A1","61","681","165","654","512","218","78","55","97","295"
"SLCO4A1-AS1","13","211","29","168","241","46","28","10","36","67"
"SLCO4C1","95","99","1710","309","687","494","318","29","71","398"
"SLCO5A1","38","17","98","20","24","57","53","12","58","12"
"SLCO6A1","10","5","9","4","0","0","0","0","0","0"
"SLF1","206","220","298","381","209","209","373","172","248","118"
"SLF2","842","675","1082","308","1222","647","501","407","653","369"
"SLFN11","441","679","1500","1096","1279","1511","573","475","1575","557"
"SLFN12","88","130","540","123","253","305","59","47","208","62"
"SLFN12L","10","33","73","30","32","27","16","70","50","20"
"SLFN13","157","303","1318","1141","620","599","160","141","980","137"
"SLFN14","1","0","0","4","4","1","1","12","1","1"
"SLFN5","864","1723","6922","2153","2193","7315","1673","1000","4106","1186"
"SLFNL1","42","48","226","74","61","14","8","47","24","13"
"SLIRP","1367","1324","1746","1637","891","653","1070","518","576","750"
"SLIT1","17","5","30","15","17","11","8","13","8","5"
"SLIT1-AS1","0","0","0","0","0","0","0","0","0","0"
"SLIT2","179","83","1108","223","1860","1560","838","604","505","370"
"SLIT2-IT1","0","0","0","0","0","1","6","0","0","0"
"SLIT3","225","320","1837","290","2818","2541","57","362","574","736"
"SLITRK1","3","0","0","0","0","1","5","1","0","0"
"SLITRK2","28","10","7","0","27","5","40","1","1","0"
"SLITRK3","18","0","25","1","4","3","0","2","1","0"
"SLITRK4","63","3","85","39","17","51","577","8","11","6"
"SLITRK5","5","1","15","2","27","7","129","0","7","4"
"SLITRK6","728","857","106","2","108","391","916","9","78","1870"
"SLK","3739","3788","3246","1342","5299","1805","1315","1040","2191","1402"
"SLMAP","1092","1454","1953","1898","2853","1682","1331","871","891","767"
"SLN","0","21","16","2","10","1","3","0","5","6"
"SLPI","1755","16742","4824","350","12200","2400","2883","444","4600","20372"
"SLTM","2187","2308","1952","1985","4064","1676","1421","1194","1610","961"
"SLU7","971","1762","2461","818","2021","1068","1235","624","1326","639"
"SLURP1","0","29","0","4","0","24","0","0","0","1"
"SLX1A","0","0","0","0","0","0","0","0","0","0"
"SLX1B","0","0","0","0","1","0","0","0","0","0"
"SLX4","380","230","323","377","432","359","271","222","189","114"
"SLX4IP","521","280","419","429","606","462","331","240","160","211"
"SMAD1","638","860","992","712","588","612","972","190","304","510"
"SMAD1-AS1","149","162","236","199","141","150","203","54","62","141"
"SMAD1-AS2","0","0","0","2","3","0","0","0","0","0"
"SMAD2","3141","1771","3268","2339","2928","1981","3117","2005","1650","1525"
"SMAD3","3005","4894","2736","2843","10202","985","2256","900","2648","2171"
"SMAD4","1975","1248","2775","861","2427","1188","2207","979","1385","874"
"SMAD5","1926","1790","6602","1138","2128","1559","2435","768","1417","636"
"SMAD5-AS1","28","13","52","20","5","6","18","5","4","2"
"SMAD6","200","68","294","189","875","172","61","51","211","204"
"SMAD7","418","403","1196","215","1326","447","478","405","854","426"
"SMAD9","106","84","314","52","227","224","194","47","106","43"
"SMAD9-IT1","3","0","1","1","2","0","0","0","1","0"
"SMAGP","429","1477","721","442","1813","418","299","239","283","522"
"SMAP1","757","1154","1627","1499","2032","1381","2461","888","514","655"
"SMAP2","810","962","4674","802","2240","1865","2503","1479","1190","874"
"SMARCA1","1991","585","1850","712","1138","1845","1890","940","1237","749"
"SMARCA2","1769","675","3357","1598","5006","1464","1710","1280","2571","1395"
"SMARCA4","6966","1858","5107","7262","3838","3809","4135","4901","4179","1941"
"SMARCA5","2384","3743","4077","3114","4561","3478","4083","1296","2773","2331"
"SMARCA5-AS1","88","50","109","285","192","136","198","49","77","81"
"SMARCAD1","1241","978","1279","675","1267","811","1490","790","649","542"
"SMARCAL1","566","535","1071","747","810","764","1017","367","328","485"
"SMARCB1","5069","2598","2155","3339","2242","1753","7224","2178","971","2287"
"SMARCC1","4499","1744","4592","4585","3827","8571","4395","2465","2725","1525"
"SMARCC2","2625","1494","2060","2950","4625","2548","1558","1996","1382","1021"
"SMARCD1","2029","2251","1765","2478","2168","1683","2119","1838","828","970"
"SMARCD2","5530","2832","5206","3955","3090","3862","3247","2347","1909","1771"
"SMARCD3","471","334","1076","817","776","1081","722","316","588","884"
"SMARCE1","734","544","3304","623","1316","970","815","720","946","598"
"SMARCE1P1","0","0","0","2","0","0","0","0","0","1"
"SMARCE1P2","1","0","0","0","1","0","0","0","0","0"
"SMARCE1P3","1","0","0","2","0","6","0","0","0","0"
"SMARCE1P4","0","0","0","0","0","0","0","0","0","0"
"SMARCE1P5","4","2","2","1","1","2","2","0","2","1"
"SMARCE1P6","1","0","2","1","0","0","0","0","1","1"
"SMARCE1P7","0","0","0","0","0","0","0","0","0","0"
"SMC1A","3943","2229","5218","5131","4854","4676","4232","2859","1512","1261"
"SMC1B","32","16","12","30","3","129","11","41","5","7"
"SMC2","954","1245","588","1533","725","1275","907","862","469","359"
"SMC2-AS1","2","0","2","13","24","2","1","7","4","0"
"SMC3","2181","1835","1773","2056","2315","1443","1697","1153","1179","793"
"SMC4","4335","3087","2255","5924","1940","1831","6035","4560","1305","978"
"SMC4P1","0","0","0","0","0","0","0","0","0","0"
"SMC5","1052","1078","926","1117","2262","627","807","731","982","431"
"SMC5-AS1","12","35","99","24","92","38","7","8","30","12"
"SMC6","3307","805","1145","2147","995","1173","1214","881","635","627"
"SMCHD1","616","7580","1465","2265","2296","2290","1229","1694","1434","512"
"SMCO1","2","0","0","2","2","0","1","1","0","0"
"SMCO2","5","37","4","105","14","1","12","25","12","17"
"SMCO3","9","3","78","7","51","22","4","5","24","15"
"SMCO4","287","413","1325","437","1565","532","609","494","526","291"
"SMCO4P1","0","0","0","0","0","0","0","0","0","0"
"SMCP","15","0","0","22","0","0","2","0","0","0"
"SMCR2","0","0","2","3","2","0","0","3","0","0"
"SMCR5","1","1","0","3","2","0","0","3","1","0"
"SMCR8","733","506","1600","891","2040","1420","912","744","578","352"
"SMDT1","694","1283","2089","499","1441","601","1241","414","660","766"
"SMG1","4081","3268","2289","2524","5767","1636","1332","1642","1798","1054"
"SMG1P1","16","17","15","31","53","8","11","13","21","7"
"SMG1P2","40","45","32","66","54","7","28","17","29","21"
"SMG1P3","29","42","18","27","74","11","20","22","33","11"
"SMG1P4","9","0","1","0","12","0","0","3","1","0"
"SMG1P5","22","14","15","21","43","3","16","11","15","11"
"SMG1P6","3","7","0","2","3","2","2","1","1","0"
